Ana_Deger_Kodu,Ana_Deger_Adi,Ana_Deger_Aciklamasi,Alt_Deger_Kodu,Alt_Deger_Adi,Davranis_Gostergesi_Kodu,Davranis_Gostergesi_Aciklamasi,Ogretim_Yontemleri
D12,SABIR,"Olumlu bakış açısına sahip olmayı, zor ve kötü durumlara karşı dayanmayı, istikrarlı davranmayı, süreci yönetmeyi, sorumlulukları yerine getirmeyi; duygu, düşünce ve eylemleri kontrol etmeyi kapsar.",D12.1,Düşünce duygu ve davranışlarında kontrollü olmak,D12.1.5,Zorlukların üstesinden gelmek için tahammül etmenin önemini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D12,SABIR,"Olumlu bakış açısına sahip olmayı, zor ve kötü durumlara karşı dayanmayı, istikrarlı davranmayı, süreci yönetmeyi, sorumlulukları yerine getirmeyi; duygu, düşünce ve eylemleri kontrol etmeyi kapsar.",D12.2,İstikrarlı olmak,D12.2.1,Görev ve sorumluluklarını yerine getirirken kararlı davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D12,SABIR,"Olumlu bakış açısına sahip olmayı, zor ve kötü durumlara karşı dayanmayı, istikrarlı davranmayı, süreci yönetmeyi, sorumlulukları yerine getirmeyi; duygu, düşünce ve eylemleri kontrol etmeyi kapsar.",D12.2,İstikrarlı olmak,D12.2.2,Çalışmalarında sebat eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D12,SABIR,"Olumlu bakış açısına sahip olmayı, zor ve kötü durumlara karşı dayanmayı, istikrarlı davranmayı, süreci yönetmeyi, sorumlulukları yerine getirmeyi; duygu, düşünce ve eylemleri kontrol etmeyi kapsar.",D12.2,İstikrarlı olmak,D12.2.3,Olaylar ve durumlar karşısında motivasyonunu sürdürür.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.1,Yeterli dengeli ve sağlıklı beslenmek,D13.1.1,Sağlıklı ve sağlıksız besinleri ayırt eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.1,Yeterli dengeli ve sağlıklı beslenmek,D13.1.2,Sağlıklı besinleri tercih eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.1,Yeterli dengeli ve sağlıklı beslenmek,D13.1.3,Dengeli beslenir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.1,Yeterli dengeli ve sağlıklı beslenmek,D13.1.4,Vücudu için yeterli miktarda su ve besin alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.2,Sosyal ve sportif etkinliklere katılmak,D13.2.1,Spor ve egzersiz yapmanın iyi oluşa katkılarını fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.2,Sosyal ve sportif etkinliklere katılmak,D13.2.2,Yaşına ve fiziksel özelliklerine uygun sosyal ve sportif etkinliklere katılır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.3,İnsan sağlığını önemsemek,D13.3.1,Hastalıkların yayılmasını önlemek için gerekli önlemleri alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.3,İnsan sağlığını önemsemek,D13.3.2,Su besin kaynakları ve havayı temiz tutmanın sağlık için önemini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.3,İnsan sağlığını önemsemek,D13.3.3,Hastalıklardan korunma yollarını bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.3,İnsan sağlığını önemsemek,D13.3.4,Kimyasal maddelerin zararlı etkilerine karşı önlem alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.3,İnsan sağlığını önemsemek,D13.3.5,Düşme çarpma gibi ergonomik risk faktörlerine karşı önlem alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D13,SAĞLIKLI YAŞAM,"Yeterli, dengeli ve sağlıklı beslenmeyi; sosyal ve sportif etkinliklere katılmayı, bağımlılıktan kaçınmayı, bağımlılıkla mücadele etmeyi ve insan sağlığını önemsemeyi kapsar.",D13.3,İnsan sağlığını önemsemek,D13.3.6,Yeterli ve düzenli uyku alışkanlığı edinir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.1,Her ferdin değerli olduğunu kabul eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.2,Yeni bir ortama girdiğinde selam verir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.3,Söz hakkı vermek söz kesmemek etkin dinlemek gibi etkili iletişim becerilerini kullanır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.4,Muhatabını dinlerken tüm dikkatini verir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.5,Konuşurken göz teması kurar.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.6,Gerektiğinde teşekkür ve takdir eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.7,Gerektiğinde samimiyetle özür diler.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.8,Kişisel eşyalara dokunmak için izin alınması gerektiğini bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.9,Uygun şekilde vedalaşır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.1,Nezaketli olmak,D14.1.10,Farklı fikirlere sahip insanlara saygı duymanın önemini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.2,Kendisine saygı duymak,D14.2.1,Kendisinin de her insan gibi değerli olduğunu fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.2,Kendisine saygı duymak,D14.2.2,Bedenine ve kişisel eşyalarına dokunulması için izin istenmesi gerektiğini bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.2,Kendisine saygı duymak,D14.2.3,Sağlığına ve öz bakımına dikkat eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.3,Çevresine millî ve manevi değerlerine saygı duymak,D14.3.1,Doğayı ve canlıları korur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D14,SAYGI,"Nazik olmayı, ilkeli davranmayı, empati ve etkili iletişim kurmayı, sağlıklı yaşamayı; kendisine, çevresine, millî ve manevi değerlere önem vermeyi kapsar.",D14.3,Çevresine millî ve manevi değerlerine saygı duymak,D14.3.2,Millî ve manevi değerlere duyarlı davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.1,Anlayışlı ve barışçıl olmak,D15.1.1,İnsanları farklılıklarıyla kabul eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.1,Anlayışlı ve barışçıl olmak,D15.1.2,Sevginin toplumsal barışa katkılarını fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.1,Anlayışlı ve barışçıl olmak,D15.1.3,Duygu ve düşüncelerini anlamak için muhatabını dikkatle dinler.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.1,Anlayışlı ve barışçıl olmak,D15.1.4,Başkalarının sevincine ve üzüntüsüne ortak olur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.2,Vefalı olmak,D15.2.1,Kültürel mirasın korunmasında duyarlı davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.2,Vefalı olmak,D15.2.2,Medeniyetinin gelişiminde katkısı olanları bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D15,SEVGİ,"Ailesine, dostlarına ve ülkesine karşı vefalı, dürüst, sadık ve özverili olmayı; barışçıl bakış açısına sahip olmayı; misafirperverliği, doğaya ve bütün canlılara karşı merhametli davranmayı kapsar.",D15.3,Sadakatli olmak,D15.3.1,Dürüstlüğün güvenilirlik için gerekli olduğunu bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
